"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 30, 2018","10,166.0","11,244.5","11,277.2","9,917.7","264.72K","-9.59%"
"Jan 29, 2018","11,244.8","11,794.9","11,888.1","11,119.0","137.42K","-4.67%"
"Jan 28, 2018","11,795.1","11,471.2","12,112.7","11,433.3","154.63K","2.86%"
"Jan 27, 2018","11,467.5","11,118.0","11,621.7","10,908.4","163.49K","3.14%"
"Jan 26, 2018","11,118.1","11,203.1","11,655.3","10,389.4","253.91K","-0.76%"
"Jan 25, 2018","11,203.0","11,439.9","11,740.9","10,983.8","181.81K","-2.18%"
"Jan 24, 2018","11,452.3","10,899.4","11,549.5","10,584.5","136.06K","5.04%"
"Jan 23, 2018","10,903.2","10,869.0","11,438.0","10,056.6","188.37K","0.35%"
"Jan 22, 2018","10,864.8","11,597.5","11,970.9","10,136.8","201.73K","-6.30%"
"Jan 21, 2018","11,594.9","12,857.1","12,860.2","11,164.5","206.96K","-9.83%"
"Jan 20, 2018","12,858.9","11,579.2","13,082.2","11,567.3","143.90K","11.04%"
"Jan 19, 2018","11,580.2","11,229.6","11,973.2","10,901.5","170.74K","2.98%"
"Jan 18, 2018","11,245.4","11,202.0","12,004.7","10,660.2","242.45K","0.47%"
"Jan 17, 2018","11,192.3","11,357.7","11,769.6","9,271.3","361.80K","-1.49%"
"Jan 16, 2018","11,362.0","13,704.4","13,711.0","10,050.7","317.10K","-17.05%"
"Jan 15, 2018","13,697.5","13,695.5","14,396.6","13,475.4","73.27K","0.02%"
"Jan 14, 2018","13,695.2","14,291.9","14,446.1","13,094.7","85.12K","-4.18%"
"Jan 13, 2018","14,292.2","13,896.0","14,640.7","13,888.2","61.14K","2.92%"
"Jan 12, 2018","13,886.7","13,529.2","14,176.4","13,410.0","82.37K","2.60%"
"Jan 11, 2018","13,535.4","15,046.7","15,109.1","13,048.3","167.81K","-10.02%"
"Jan 10, 2018","15,043.0","14,778.5","15,045.4","13,613.1","87.07K","1.79%"
"Jan 09, 2018","14,778.5","14,976.2","15,324.6","14,613.4","71.40K","-1.32%"
"Jan 08, 2018","14,976.2","16,228.3","16,302.9","13,902.3","142.45K","-7.71%"
"Jan 07, 2018","16,228.2","17,174.5","17,184.8","15,791.1","79.01K","-5.50%"
"Jan 06, 2018","17,172.3","16,954.8","17,252.8","16,286.6","83.93K","1.28%"
"Jan 05, 2018","16,954.8","15,180.1","17,126.9","14,832.4","141.96K","11.69%"
"Jan 04, 2018","15,180.1","15,156.5","15,408.7","14,244.7","110.97K","0.15%"
"Jan 03, 2018","15,156.6","14,754.1","15,435.0","14,579.7","106.54K","2.73%"
"Jan 02, 2018","14,754.1","13,444.9","15,306.1","12,934.2","137.73K","9.74%"
"Jan 01, 2018","13,444.9","13,850.5","13,921.5","12,877.7","78.43K","-2.93%"
"Dec 31, 2017","13,850.4","12,532.4","14,241.8","12,359.4","111.27K","10.52%"
"Dec 30, 2017","12,531.5","14,392.1","14,461.5","11,962.1","182.07K","-12.93%"
"Dec 29, 2017","14,392.6","14,398.5","15,109.8","13,951.1","118.88K","-0.04%"
"Dec 28, 2017","14,398.7","15,416.3","15,505.5","13,466.1","170.37K","-6.60%"
"Dec 27, 2017","15,416.6","15,757.0","16,514.6","14,534.7","138.71K","-2.16%"
"Dec 26, 2017","15,756.6","13,830.2","16,094.7","13,748.5","143.14K","13.90%"
"Dec 25, 2017","13,833.5","13,790.0","14,467.4","13,010.7","107.48K","0.32%"
"Dec 24, 2017","13,790.0","14,396.6","14,413.7","12,166.5","182.42K","-4.21%"
"Dec 23, 2017","14,396.5","13,665.0","15,493.2","13,356.1","170.17K","5.35%"
"Dec 22, 2017","13,665.0","15,632.1","15,823.7","10,875.7","466.98K","-12.58%"
"Dec 21, 2017","15,632.1","16,461.1","17,301.8","14,953.0","163.74K","-5.04%"
"Dec 20, 2017","16,462.0","17,521.7","17,813.6","15,642.7","227.68K","-6.06%"
"Dec 19, 2017","17,523.7","18,971.2","19,022.0","16,812.8","174.54K","-7.64%"
"Dec 18, 2017","18,972.3","19,065.7","19,221.1","18,114.4","139.25K","-0.49%"
"Dec 17, 2017","19,065.7","19,346.6","19,870.6","18,750.9","117.41K","-1.45%"
"Dec 16, 2017","19,345.5","17,594.1","19,587.7","17,318.5","112.17K","9.89%"
"Dec 15, 2017","17,604.8","16,467.9","17,987.0","16,442.2","153.65K","6.90%"
"Dec 14, 2017","16,467.9","16,286.8","16,941.1","16,023.6","107.92K","1.11%"
